CODE,SHORT DESCRIPTION (VALID ICD-10 FY2026),LONG DESCRIPTION (VALID ICD-10 FY2026),NF EXCL
C7232,Malignant neoplasm of left optic nerve,Malignant neoplasm of left optic nerve,
C7240,Malignant neoplasm of unspecified acoustic nerve,Malignant neoplasm of unspecified acoustic nerve,
C7241,Malignant neoplasm of right acoustic nerve,Malignant neoplasm of right acoustic nerve,
C7242,Malignant neoplasm of left acoustic nerve,Malignant neoplasm of left acoustic nerve,
C7250,Malignant neoplasm of unspecified cranial nerve,Malignant neoplasm of unspecified cranial nerve,
C7259,Malignant neoplasm of other cranial nerves,Malignant neoplasm of other cranial nerves,
C729,"Malignant neoplasm of central nervous system, unspecified","Malignant neoplasm of central nervous system, unspecified",
C73,Malignant neoplasm of thyroid gland,Malignant neoplasm of thyroid gland,
C7400,Malignant neoplasm of cortex of unspecified adrenal gland,Malignant neoplasm of cortex of unspecified adrenal gland,
C7401,Malignant neoplasm of cortex of right adrenal gland,Malignant neoplasm of cortex of right adrenal gland,
C7402,Malignant neoplasm of cortex of left adrenal gland,Malignant neoplasm of cortex of left adrenal gland,
C7410,Malignant neoplasm of medulla of unspecified adrenal gland,Malignant neoplasm of medulla of unspecified adrenal gland,
C7411,Malignant neoplasm of medulla of right adrenal gland,Malignant neoplasm of medulla of right adrenal gland,
C7412,Malignant neoplasm of medulla of left adrenal gland,Malignant neoplasm of medulla of left adrenal gland,
C7490,Malignant neoplasm of unsp part of unspecified adrenal gland,Malignant neoplasm of unspecified part of unspecified adrenal gland,
C7491,Malignant neoplasm of unsp part of right adrenal gland,Malignant neoplasm of unspecified part of right adrenal gland,
C7492,Malignant neoplasm of unspecified part of left adrenal gland,Malignant neoplasm of unspecified part of left adrenal gland,
C750,Malignant neoplasm of parathyroid gland,Malignant neoplasm of parathyroid gland,
C751,Malignant neoplasm of pituitary gland,Malignant neoplasm of pituitary gland,
C752,Malignant neoplasm of craniopharyngeal duct,Malignant neoplasm of craniopharyngeal duct,
C753,Malignant neoplasm of pineal gland,Malignant neoplasm of pineal gland,
C754,Malignant neoplasm of carotid body,Malignant neoplasm of carotid body,
C755,Malignant neoplasm of aortic body and other paraganglia,Malignant neoplasm of aortic body and other paraganglia,
C758,"Malignant neoplasm with pluriglandular involvement, unsp","Malignant neoplasm with pluriglandular involvement, unspecified",
C759,"Malignant neoplasm of endocrine gland, unspecified","Malignant neoplasm of endocrine gland, unspecified",
C760,"Malignant neoplasm of head, face and neck","Malignant neoplasm of head, face and neck",
C761,Malignant neoplasm of thorax,Malignant neoplasm of thorax,
C762,Malignant neoplasm of abdomen,Malignant neoplasm of abdomen,
C763,Malignant neoplasm of pelvis,Malignant neoplasm of pelvis,
C7640,Malignant neoplasm of unspecified upper limb,Malignant neoplasm of unspecified upper limb,
C7641,Malignant neoplasm of right upper limb,Malignant neoplasm of right upper limb,
C7642,Malignant neoplasm of left upper limb,Malignant neoplasm of left upper limb,
C7650,Malignant neoplasm of unspecified lower limb,Malignant neoplasm of unspecified lower limb,
C7651,Malignant neoplasm of right lower limb,Malignant neoplasm of right lower limb,
C7652,Malignant neoplasm of left lower limb,Malignant neoplasm of left lower limb,
C768,Malignant neoplasm of other specified ill-defined sites,Malignant neoplasm of other specified ill-defined sites,
C770,"Sec and unsp malig neoplasm of nodes of head, face and neck","Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",
C771,Secondary and unsp malignant neoplasm of intrathorac nodes,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,
C772,Secondary and unsp malignant neoplasm of intra-abd nodes,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,
C773,Sec and unsp malig neoplasm of axilla and upper limb nodes,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,
C774,Sec and unsp malig neoplasm of inguinal and lower limb nodes,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,
C775,Secondary and unsp malignant neoplasm of intrapelv nodes,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,
C778,Sec and unsp malig neoplasm of nodes of multiple regions,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,
C779,"Secondary and unsp malignant neoplasm of lymph node, unsp","Secondary and unspecified malignant neoplasm of lymph node, unspecified",
C7800,Secondary malignant neoplasm of unspecified lung,Secondary malignant neoplasm of unspecified lung,
C7801,Secondary malignant neoplasm of right lung,Secondary malignant neoplasm of right lung,
C7802,Secondary malignant neoplasm of left lung,Secondary malignant neoplasm of left lung,
C781,Secondary malignant neoplasm of mediastinum,Secondary malignant neoplasm of mediastinum,
C782,Secondary malignant neoplasm of pleura,Secondary malignant neoplasm of pleura,
C7830,Secondary malignant neoplasm of unsp respiratory organ,Secondary malignant neoplasm of unspecified respiratory organ,
C7839,Secondary malignant neoplasm of other respiratory organs,Secondary malignant neoplasm of other respiratory organs,
C784,Secondary malignant neoplasm of small intestine,Secondary malignant neoplasm of small intestine,
C785,Secondary malignant neoplasm of large intestine and rectum,Secondary malignant neoplasm of large intestine and rectum,
C786,Secondary malignant neoplasm of retroperiton and peritoneum,Secondary malignant neoplasm of retroperitoneum and peritoneum,
C787,Secondary malig neoplasm of liver and intrahepatic bile duct,Secondary malignant neoplasm of liver and intrahepatic bile duct,
C7880,Secondary malignant neoplasm of unspecified digestive organ,Secondary malignant neoplasm of unspecified digestive organ,
C7889,Secondary malignant neoplasm of other digestive organs,Secondary malignant neoplasm of other digestive organs,
C7900,Secondary malignant neoplasm of unsp kidney and renal pelvis,Secondary malignant neoplasm of unspecified kidney and renal pelvis,
C7901,Secondary malignant neoplasm of r kidney and renal pelvis,Secondary malignant neoplasm of right kidney and renal pelvis,
C7902,Secondary malignant neoplasm of left kidney and renal pelvis,Secondary malignant neoplasm of left kidney and renal pelvis,
C7910,Secondary malignant neoplasm of unspecified urinary organs,Secondary malignant neoplasm of unspecified urinary organs,
C7911,Secondary malignant neoplasm of bladder,Secondary malignant neoplasm of bladder,
C7919,Secondary malignant neoplasm of other urinary organs,Secondary malignant neoplasm of other urinary organs,
C792,Secondary malignant neoplasm of skin,Secondary malignant neoplasm of skin,
C7931,Secondary malignant neoplasm of brain,Secondary malignant neoplasm of brain,
C7932,Secondary malignant neoplasm of cerebral meninges,Secondary malignant neoplasm of cerebral meninges,
C7940,Secondary malignant neoplasm of unsp part of nervous system,Secondary malignant neoplasm of unspecified part of nervous system,
C7949,Secondary malignant neoplasm of oth parts of nervous system,Secondary malignant neoplasm of other parts of nervous system,
C7951,Secondary malignant neoplasm of bone,Secondary malignant neoplasm of bone,
C7952,Secondary malignant neoplasm of bone marrow,Secondary malignant neoplasm of bone marrow,
C7960,Secondary malignant neoplasm of unspecified ovary,Secondary malignant neoplasm of unspecified ovary,
C7961,Secondary malignant neoplasm of right ovary,Secondary malignant neoplasm of right ovary,
C7962,Secondary malignant neoplasm of left ovary,Secondary malignant neoplasm of left ovary,
C7963,Secondary malignant neoplasm of bilateral ovaries,Secondary malignant neoplasm of bilateral ovaries,Y
C7970,Secondary malignant neoplasm of unspecified adrenal gland,Secondary malignant neoplasm of unspecified adrenal gland,
C7971,Secondary malignant neoplasm of right adrenal gland,Secondary malignant neoplasm of right adrenal gland,
C7972,Secondary malignant neoplasm of left adrenal gland,Secondary malignant neoplasm of left adrenal gland,
C7981,Secondary malignant neoplasm of breast,Secondary malignant neoplasm of breast,
C7982,Secondary malignant neoplasm of genital organs,Secondary malignant neoplasm of genital organs,
C7989,Secondary malignant neoplasm of other specified sites,Secondary malignant neoplasm of other specified sites,
C799,Secondary malignant neoplasm of unspecified site,Secondary malignant neoplasm of unspecified site,
C800,"Disseminated malignant neoplasm, unspecified","Disseminated malignant neoplasm, unspecified",
C802,Malignant neoplasm associated with transplanted organ,Malignant neoplasm associated with transplanted organ,
C969,"Malig neoplm of lymphoid, hematpoetc and rel tissue, unsp","Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",
C96Z,"Oth malig neoplm of lymphoid, hematpoetc and related tissue","Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",
D460,"Refractory anemia without ring sideroblasts, so stated","Refractory anemia without ring sideroblasts, so stated",
D461,Refractory anemia with ring sideroblasts,Refractory anemia with ring sideroblasts,
D4620,"Refractory anemia with excess of blasts, unspecified","Refractory anemia with excess of blasts, unspecified",
D4621,Refractory anemia with excess of blasts 1,Refractory anemia with excess of blasts 1,
D4622,Refractory anemia with excess of blasts 2,Refractory anemia with excess of blasts 2,
D464,"Refractory anemia, unspecified","Refractory anemia, unspecified",
D500,Iron deficiency anemia secondary to blood loss (chronic),Iron deficiency anemia secondary to blood loss (chronic),
D508,Other iron deficiency anemias,Other iron deficiency anemias,
D509,"Iron deficiency anemia, unspecified","Iron deficiency anemia, unspecified",
D510,Vitamin B12 defic anemia due to intrinsic factor deficiency,Vitamin B12 deficiency anemia due to intrinsic factor deficiency,
D511,Vit B12 defic anemia d/t slctv vit B12 malabsorp w protein,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,
D513,Other dietary vitamin B12 deficiency anemia,Other dietary vitamin B12 deficiency anemia,
D518,Other vitamin B12 deficiency anemias,Other vitamin B12 deficiency anemias,
D519,"Vitamin B12 deficiency anemia, unspecified","Vitamin B12 deficiency anemia, unspecified",
D520,Dietary folate deficiency anemia,Dietary folate deficiency anemia,
D521,Drug-induced folate deficiency anemia,Drug-induced folate deficiency anemia,
D528,Other folate deficiency anemias,Other folate deficiency anemias,
D529,"Folate deficiency anemia, unspecified","Folate deficiency anemia, unspecified",
D530,Protein deficiency anemia,Protein deficiency anemia,
D531,"Other megaloblastic anemias, not elsewhere classified","Other megaloblastic anemias, not elsewhere classified",
D532,Scorbutic anemia,Scorbutic anemia,
D538,Other specified nutritional anemias,Other specified nutritional anemias,
D539,"Nutritional anemia, unspecified","Nutritional anemia, unspecified",
D550,Anemia due to glucose-6-phosphate dehydrogenase deficiency,Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency,
D551,Anemia due to other disorders of glutathione metabolism,Anemia due to other disorders of glutathione metabolism,
D552,Anemia due to disorders of glycolytic enzymes,Anemia due to disorders of glycolytic enzymes,
D5521,Anemia due to pyruvate kinase deficiency,Anemia due to pyruvate kinase deficiency,Y
D5529,Anemia due to other disorders of glycolytic enzymes,Anemia due to other disorders of glycolytic enzymes,Y
D553,Anemia due to disorders of nucleotide metabolism,Anemia due to disorders of nucleotide metabolism,
D558,Other anemias due to enzyme disorders,Other anemias due to enzyme disorders,
D559,"Anemia due to enzyme disorder, unspecified","Anemia due to enzyme disorder, unspecified",
D588,Other specified hereditary hemolytic anemias,Other specified hereditary hemolytic anemias,
D589,"Hereditary hemolytic anemia, unspecified","Hereditary hemolytic anemia, unspecified",
D590,Drug-induced autoimmune hemolytic anemia,Drug-induced autoimmune hemolytic anemia,
D591,Other autoimmune hemolytic anemias,Other autoimmune hemolytic anemias,
D5910,"Autoimmune hemolytic anemia, unspecified","Autoimmune hemolytic anemia, unspecified",
D5911,Warm autoimmune hemolytic anemia,Warm autoimmune hemolytic anemia,
D5912,Cold autoimmune hemolytic anemia,Cold autoimmune hemolytic anemia,
D5913,Mixed type autoimmune hemolytic anemia ,Mixed type autoimmune hemolytic anemia ,
D5919,Other autoimmune hemolytic anemia ,Other autoimmune hemolytic anemia ,
D592,Drug-induced nonautoimmune hemolytic anemia,Drug-induced nonautoimmune hemolytic anemia,
D594,Other nonautoimmune hemolytic anemias,Other nonautoimmune hemolytic anemias,
D598,Other acquired hemolytic anemias,Other acquired hemolytic anemias,
D599,"Acquired hemolytic anemia, unspecified","Acquired hemolytic anemia, unspecified",
D6103,Fanconi anemia,Fanconi anemia,Y
D6109,Other constitutional aplastic anemia,Other constitutional aplastic anemia,
D611,Drug-induced aplastic anemia,Drug-induced aplastic anemia,
D612,Aplastic anemia due to other external agents,Aplastic anemia due to other external agents,
D613,Idiopathic aplastic anemia,Idiopathic aplastic anemia,
D6189,Oth aplastic anemias and other bone marrow failure syndromes,Other specified aplastic anemias and other bone marrow failure syndromes,
D619,"Aplastic anemia, unspecified","Aplastic anemia, unspecified",
D62,Acute posthemorrhagic anemia,Acute posthemorrhagic anemia                                                                                                                                                                                                                                    ,Y
D630,Anemia in neoplastic disease,Anemia in neoplastic disease                                                                                                                                                                                                                                    ,Y
D631,Anemia in chronic kidney disease,Anemia in chronic kidney disease,Y
D638,Anemia in other chronic diseases classified elsewhere,Anemia in other chronic diseases classified elsewhere                                                                                                                                                                                                           ,Y
D640,Hereditary sideroblastic anemia,Hereditary sideroblastic anemia                                                                                                                                                                                                                                 ,Y
D641,Secondary sideroblastic anemia due to disease,Secondary sideroblastic anemia due to disease                                                                                                                                                                                                                   ,Y
D642,Secondary sideroblastic anemia due to drugs and toxins,Secondary sideroblastic anemia due to drugs and toxins                                                                                                                                                                                                          ,Y
D643,Other sideroblastic anemias,Other sideroblastic anemias                                                                                                                                                                                                                                     ,Y
D644,Congenital dyserythropoietic anemia,Congenital dyserythropoietic anemia                                                                                                                                                                                                                             ,Y
D6481,Anemia due to antineoplastic chemotherapy,Anemia due to antineoplastic chemotherapy                                                                                                                                                                                                                       ,Y
D6489,Other specified anemias,Other specified anemias                                                                                                                                                                                                                                         ,Y
D649,"Anemia, unspecified","Anemia, unspecified                                                                                                                                                                                                                                             ",Y
D75A,Glucose-6-phosphate dehydrgnse (G6PD) defic without anemia,Glucose-6-phosphate dehydrgnse (G6PD) defic without anemia,
E02,Subclinical iodine-deficiency hypothyroidism,Subclinical iodine-deficiency hypothyroidism                                                                                                                                                                                                                    ,Y
E030,Congenital hypothyroidism with diffuse goiter,Congenital hypothyroidism with diffuse goiter,
E031,Congenital hypothyroidism without goiter,Congenital hypothyroidism without goiter,
E032,Hypothyroidism due to meds and oth exogenous substances,Hypothyroidism due to medicaments and other exogenous substances                                                                                                                                                                                                ,Y
E033,Postinfectious hypothyroidism,Postinfectious hypothyroidism                                                                                                                                                                                                                                   ,Y
E038,Other specified hypothyroidism,Other specified hypothyroidism                                                                                                                                                                                                                                  ,Y
E039,"Hypothyroidism, unspecified","Hypothyroidism, unspecified                                                                                                                                                                                                                                     ",Y
E0822,Diabetes due to undrl cond w diabetic chronic kidney disease,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,
E0922,Drug/chem diabetes w diabetic chronic kidney disease,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,
E1010,Type 1 diabetes mellitus with ketoacidosis without coma,Type 1 diabetes mellitus with ketoacidosis without coma                                                                                                                                                                                                         ,Y
E1011,Type 1 diabetes mellitus with ketoacidosis with coma,Type 1 diabetes mellitus with ketoacidosis with coma                                                                                                                                                                                                            ,Y
E1021,Type 1 diabetes mellitus with diabetic nephropathy,Type 1 diabetes mellitus with diabetic nephropathy                                                                                                                                                                                                              ,Y
E1022,Type 1 diabetes mellitus w diabetic chronic kidney disease,Type 1 diabetes mellitus with diabetic chronic kidney disease                                                                                                                                                                                                   ,Y
E1029,Type 1 diabetes mellitus w oth diabetic kidney complication,Type 1 diabetes mellitus with other diabetic kidney complication                                                                                                                                                                                                ,Y
E10311,Type 1 diabetes w unsp diabetic retinopathy w macular edema,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema                                                                                                                                                                               ,Y
E10319,Type 1 diabetes w unsp diabetic rtnop w/o macular edema,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema                                                                                                                                                                            ,Y
E10321,Type 1 diab w mild nonprlf diabetic rtnop w macular edema,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema                                                                                                                                                                     ,Y
E103211,"Type 1 diab with mild nonp rtnop with macular edema, r eye","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Y
E103212,"Type 1 diab with mild nonp rtnop with macular edema, l eye","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Y
E103213,"Type 1 diabetes with mild nonp rtnop with macular edema, bi","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",Y
E103219,"Type 1 diab with mild nonp rtnop with macular edema, unsp","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",Y
E10329,Type 1 diab w mild nonprlf diabetic rtnop w/o macular edema,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema                                                                                                                                                                  ,Y
E103291,"Type 1 diab with mild nonp rtnop without mclr edema, r eye","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",Y
E103292,"Type 1 diab with mild nonp rtnop without mclr edema, l eye","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",Y
E103293,"Type 1 diab with mild nonp rtnop without macular edema, bi","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",Y
E103299,"Type 1 diab with mild nonp rtnop without macular edema, unsp","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",Y
E10331,Type 1 diab w moderate nonprlf diab rtnop w macular edema,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema                                                                                                                                                                 ,Y
E103311,"Type 1 diab with mod nonp rtnop with macular edema, r eye","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",Y
E103312,"Type 1 diab with mod nonp rtnop with macular edema, l eye","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",Y
E103313,"Type 1 diab with moderate nonp rtnop with macular edema, bi","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",Y
E103319,"Type 1 diab with mod nonp rtnop with macular edema, unsp","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",Y
E10339,Type 1 diab w moderate nonprlf diab rtnop w/o macular edema,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema                                                                                                                                                              ,Y
E103391,"Type 1 diab with mod nonp rtnop without macular edema, r eye","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",Y
E103392,"Type 1 diab with mod nonp rtnop without macular edema, l eye","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",Y
E103393,"Type 1 diab with mod nonp rtnop without macular edema, bi","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",Y
E103399,"Type 1 diab with mod nonp rtnop without macular edema, unsp","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",Y
E10341,Type 1 diab w severe nonprlf diabetic rtnop w macular edema,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema                                                                                                                                                                   ,Y
E103411,"Type 1 diab with severe nonp rtnop with macular edema, r eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",Y
E103412,"Type 1 diab with severe nonp rtnop with macular edema, l eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Y
E103413,"Type 1 diab with severe nonp rtnop with macular edema, bi","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",Y
E103419,"Type 1 diab with severe nonp rtnop with macular edema, unsp","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",Y
E10349,Type 1 diab w severe nonprlf diab rtnop w/o macular edema,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema                                                                                                                                                                ,Y
E103491,"Type 1 diab with severe nonp rtnop without mclr edema, r eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",Y
E103492,"Type 1 diab with severe nonp rtnop without mclr edema, l eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",Y
E103493,"Type 1 diab with severe nonp rtnop without mclr edema, bi","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",Y
E103499,"Type 1 diab with severe nonp rtnop without mclr edema, unsp","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",Y
E10351,"Type 1 diab with prolif diab rtnop with macular edema, r eye",Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema                                                                                                                                                                             ,Y
E103511,"Type 1 diab with prolif diab rtnop with macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",Y
E103512,"Type 1 diab with prolif diab rtnop with macular edema, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",Y
E103513,"Type 1 diab with prolif diab rtnop with macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",Y
E103519,"Type 1 diab with prolif diab rtnop with macular edema, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Y
E10352,Type 1 diab with prolif diab rtnop with trctn dtch macula,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,Y
E103521,"Type 1 diab w prolif diab rtnop w trctn dtch macula, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",Y
E103522,"Type 1 diab w prolif diab rtnop w trctn dtch macula, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",Y
E103523,"Type 1 diab w prolif diab rtnop with trctn dtch macula, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",Y
E103529,"Type 1 diab w prolif diab rtnop with trctn dtch macula, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",Y
E10353,Type 1 diab with prolif diab rtnop with trctn dtch n-mcla,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,Y
E103531,"Type 1 diab w prolif diab rtnop w trctn dtch n-mcla, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",Y
E103532,"Type 1 diab w prolif diab rtnop w trctn dtch n-mcla, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",Y
E103533,"Type 1 diab w prolif diab rtnop with trctn dtch n-mcla, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",Y
E103539,"Type 1 diab w prolif diab rtnop with trctn dtch n-mcla, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",Y
E10354,Type 1 diabetes with prolif diabetic rtnop with comb detach,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,Y
E103541,"Type 1 diab with prolif diab rtnop with comb detach, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",Y
E103542,"Type 1 diab with prolif diab rtnop with comb detach, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",Y
E103543,"Type 1 diab with prolif diabetic rtnop with comb detach, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",Y
E103549,"Type 1 diab with prolif diab rtnop with comb detach, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",Y
E10355,Type 1 diabetes with stable prolif diabetic retinopathy,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,Y
E103551,"Type 1 diabetes with stable prolif diabetic rtnop, right eye","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",Y
E103552,"Type 1 diabetes with stable prolif diabetic rtnop, left eye","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",Y
E103553,"Type 1 diabetes with stable prolif diabetic rtnop, bilateral","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",Y
E103559,"Type 1 diabetes with stable prolif diabetic rtnop, unsp","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",Y
E10359,Type 1 diabetes w prolif diabetic rtnop w/o macular edema,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema                                                                                                                                                                          ,Y
E103591,"Type 1 diab with prolif diab rtnop without mclr edema, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",Y
E103592,"Type 1 diab with prolif diab rtnop without mclr edema, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",Y
E103593,"Type 1 diab with prolif diab rtnop without macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",Y
E103599,"Type 1 diab with prolif diab rtnop without mclr edema, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Y
E1036,Type 1 diabetes mellitus with diabetic cataract,Type 1 diabetes mellitus with diabetic cataract                                                                                                                                                                                                                 ,Y
E1037,"Type 1 diab with diabetic macular edema, resolved fol trtmt","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",Y
E1037X1,"Type 1 diab with diab mclr edema, resolved fol trtmt, r eye","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",Y
E1037X2,"Type 1 diab with diab mclr edema, resolved fol trtmt, l eye","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",Y
E1037X3,"Type 1 diab with diab macular edema, resolved fol trtmt, bi","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",Y
E1037X9,"Type 1 diab with diab mclr edema, resolved fol trtmt, unsp","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",Y
E1039,Type 1 diabetes w oth diabetic ophthalmic complication,Type 1 diabetes mellitus with other diabetic ophthalmic complication                                                                                                                                                                                            ,Y
E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unsp","Type 1 diabetes mellitus with diabetic neuropathy, unspecified                                                                                                                                                                                                  ",Y
E1041,Type 1 diabetes mellitus with diabetic mononeuropathy,Type 1 diabetes mellitus with diabetic mononeuropathy                                                                                                                                                                                                           ,Y
E1042,Type 1 diabetes mellitus with diabetic polyneuropathy,Type 1 diabetes mellitus with diabetic polyneuropathy                                                                                                                                                                                                           ,Y
E1043,Type 1 diabetes w diabetic autonomic (poly)neuropathy,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy                                                                                                                                                                                               ,Y
E1044,Type 1 diabetes mellitus with diabetic amyotrophy,Type 1 diabetes mellitus with diabetic amyotrophy                                                                                                                                                                                                               ,Y
E1049,Type 1 diabetes w oth diabetic neurological complication,Type 1 diabetes mellitus with other diabetic neurological complication                                                                                                                                                                                          ,Y
E1051,Type 1 diabetes w diabetic peripheral angiopath w/o gangrene,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene                                                                                                                                                                                   ,Y
E1052,Type 1 diabetes w diabetic peripheral angiopathy w gangrene,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene                                                                                                                                                                                      ,Y
E1059,Type 1 diabetes mellitus with oth circulatory complications,Type 1 diabetes mellitus with other circulatory complications                                                                                                                                                                                                   ,Y
E10610,Type 1 diabetes mellitus w diabetic neuropathic arthropathy,Type 1 diabetes mellitus with diabetic neuropathic arthropathy                                                                                                                                                                                                  ,Y
E10618,Type 1 diabetes mellitus with other diabetic arthropathy,Type 1 diabetes mellitus with other diabetic arthropathy                                                                                                                                                                                                        ,Y
E10620,Type 1 diabetes mellitus with diabetic dermatitis,Type 1 diabetes mellitus with diabetic dermatitis                                                                                                                                                                                                               ,Y
